"taxonID","scientificNameID","scientificName","kingdom","phylum","class","order","family","genus","taxonRank","FAO_Code"
"urn:lsid:marinespecies.org:taxname:504259","urn:lsid:marinespecies.org:taxname:504259","Anomia peruviana","Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Anomia","Species","NPV"
"urn:lsid:marinespecies.org:taxname:504274","urn:lsid:marinespecies.org:taxname:504274","Placuna ephippium","Animalia","Mollusca","Bivalvia","Pectinida","Placunidae","Placuna","Species","UNF"
"urn:lsid:marinespecies.org:taxname:504295","urn:lsid:marinespecies.org:taxname:504295","Anadara similis","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","NRQ"
"urn:lsid:marinespecies.org:taxname:504306","urn:lsid:marinespecies.org:taxname:504306","Anadara biangulata","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","NDU"
"urn:lsid:marinespecies.org:taxname:504313","urn:lsid:marinespecies.org:taxname:504313","Anadara tuberculosa","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","NQT"
"urn:lsid:marinespecies.org:taxname:504315","urn:lsid:marinespecies.org:taxname:504315","Anadara indica","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","FCD"
"urn:lsid:marinespecies.org:taxname:504316","urn:lsid:marinespecies.org:taxname:504316","Anadara senegalensis","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","DRG"
"urn:lsid:marinespecies.org:taxname:504320","urn:lsid:marinespecies.org:taxname:504320","Anadara mazatlanica","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","NDM"
"urn:lsid:marinespecies.org:taxname:504322","urn:lsid:marinespecies.org:taxname:504322","Anadara brasiliana","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","FCR"
"urn:lsid:marinespecies.org:taxname:504328","urn:lsid:marinespecies.org:taxname:504328","Anadara reinharti","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","NQR"
"urn:lsid:marinespecies.org:taxname:504337","urn:lsid:marinespecies.org:taxname:504337","Anadara chemnitzii","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","FCE"
"urn:lsid:marinespecies.org:taxname:504339","urn:lsid:marinespecies.org:taxname:504339","Anadara pilula","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","FKP"
"urn:lsid:marinespecies.org:taxname:504346","urn:lsid:marinespecies.org:taxname:504346","Anadara cornea","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","KFC"
"urn:lsid:marinespecies.org:taxname:504349","urn:lsid:marinespecies.org:taxname:504349","Anadara ferruginea","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","NDE"
"urn:lsid:marinespecies.org:taxname:504350","urn:lsid:marinespecies.org:taxname:504350","Anadara gibbosa","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","NDV"
"urn:lsid:marinespecies.org:taxname:504351","urn:lsid:marinespecies.org:taxname:504351","Anadara globosa","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","FCL"
"urn:lsid:marinespecies.org:taxname:504357","urn:lsid:marinespecies.org:taxname:504357","Anadara broughtonii","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","ACB"
"urn:lsid:marinespecies.org:taxname:504360","urn:lsid:marinespecies.org:taxname:504360","Anadara kagoshimensis","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara","Species","MCL"
"urn:lsid:marinespecies.org:taxname:504372","urn:lsid:marinespecies.org:taxname:504372","Arca pacifica","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Arca","Species","RQP"
"urn:lsid:marinespecies.org:taxname:504385","urn:lsid:marinespecies.org:taxname:504385","Barbatia lurida","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Barbatia","Species","BIJ"
"urn:lsid:marinespecies.org:taxname:504394","urn:lsid:marinespecies.org:taxname:504394","Barbatia amygdalumtostum","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Barbatia","Species","BQU"
"urn:lsid:marinespecies.org:taxname:504443","urn:lsid:marinespecies.org:taxname:504443","Larkinia grandis","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Larkinia","Species","NDN"
"urn:lsid:marinespecies.org:taxname:504444","urn:lsid:marinespecies.org:taxname:504444","Larkinia multicostata","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Larkinia","Species","NDT"
"urn:lsid:marinespecies.org:taxname:504471","urn:lsid:marinespecies.org:taxname:504471","Tegillarca granosa","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Tegillarca","Species","BLC"
"urn:lsid:marinespecies.org:taxname:504472","urn:lsid:marinespecies.org:taxname:504472","Tegillarca nodifera","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Tegillarca","Species","NDO"
"urn:lsid:marinespecies.org:taxname:504474","urn:lsid:marinespecies.org:taxname:504474","Trisidos semitorta","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Trisidos","Species","DOE"
"urn:lsid:marinespecies.org:taxname:504475","urn:lsid:marinespecies.org:taxname:504475","Trisidos tortuosa","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Trisidos","Species","DOO"
"urn:lsid:marinespecies.org:taxname:504483","urn:lsid:marinespecies.org:taxname:504483","Cucullaea labiata","Animalia","Mollusca","Bivalvia","Arcida","Cucullaeidae","Cucullaea","Species","UCL"
"urn:lsid:marinespecies.org:taxname:504494","urn:lsid:marinespecies.org:taxname:504494","Glycymeris maculata","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris","Species","GKU"
"urn:lsid:marinespecies.org:taxname:504496","urn:lsid:marinespecies.org:taxname:504496","Glycymeris stellata","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris","Species","GLV"
"urn:lsid:marinespecies.org:taxname:504499","urn:lsid:marinespecies.org:taxname:504499","Glycymeris longior","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris","Species","GJF"
"urn:lsid:marinespecies.org:taxname:504506","urn:lsid:marinespecies.org:taxname:504506","Glycymeris ovata","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris","Species","GKO"
"urn:lsid:marinespecies.org:taxname:504509","urn:lsid:marinespecies.org:taxname:504509","Glycymeris nummaria","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris","Species","GCC"
"urn:lsid:marinespecies.org:taxname:504511","urn:lsid:marinespecies.org:taxname:504511","Glycymeris reevei","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris","Species","GCV"
"urn:lsid:marinespecies.org:taxname:504514","urn:lsid:marinespecies.org:taxname:504514","Glycymeris gigantea","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris","Species","GKG"
"urn:lsid:marinespecies.org:taxname:504544","urn:lsid:marinespecies.org:taxname:504544","Tucetona strigilata","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Tucetona","Species","UCR"
"urn:lsid:marinespecies.org:taxname:504547","urn:lsid:marinespecies.org:taxname:504547","Tucetona pectunculus","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Tucetona","Species","UCP"
"urn:lsid:marinespecies.org:taxname:504639","urn:lsid:marinespecies.org:taxname:504639","Estellacar olivacea","Animalia","Mollusca","Bivalvia","Arcida","Noetiidae","Estellacar","Species","EQO"
"urn:lsid:marinespecies.org:taxname:504652","urn:lsid:marinespecies.org:taxname:504652","Stenocista gambiensis","Animalia","Mollusca","Bivalvia","Arcida","Noetiidae","Stenocista","Species","NJG"
"urn:lsid:marinespecies.org:taxname:504773","urn:lsid:marinespecies.org:taxname:504773","Chama buddiana","Animalia","Mollusca","Bivalvia","Venerida","Chamidae","Chama","Species","KMB"
"urn:lsid:marinespecies.org:taxname:504778","urn:lsid:marinespecies.org:taxname:504778","Chama croceata","Animalia","Mollusca","Bivalvia","Venerida","Chamidae","Chama","Species","KMS"
"urn:lsid:marinespecies.org:taxname:504841","urn:lsid:marinespecies.org:taxname:504841","Beguina semiorbiculata","Animalia","Mollusca","Bivalvia","Carditida","Carditidae","Beguina","Species","BNG"
"urn:lsid:marinespecies.org:taxname:504842","urn:lsid:marinespecies.org:taxname:504842","Cardiocardita tankervillii","Animalia","Mollusca","Bivalvia","Carditida","Carditidae","Cardiocardita","Species","KDT"
"urn:lsid:marinespecies.org:taxname:504861","urn:lsid:marinespecies.org:taxname:504861","Cardites floridanus","Animalia","Mollusca","Bivalvia","Carditida","Carditidae","Cardites","Species","KTF"
"urn:lsid:marinespecies.org:taxname:504868","urn:lsid:marinespecies.org:taxname:504868","Cardites bicolor","Animalia","Mollusca","Bivalvia","Carditida","Carditidae","Cardites","Species","KDB"
"urn:lsid:marinespecies.org:taxname:504869","urn:lsid:marinespecies.org:taxname:504869","Cardites antiquatus","Animalia","Mollusca","Bivalvia","Carditida","Carditidae","Cardites","Species","KDQ"
"urn:lsid:marinespecies.org:taxname:505392","urn:lsid:marinespecies.org:taxname:505392","Hemidonax donaciformis","Animalia","Mollusca","Bivalvia","Venerida","Hemidonacidae","Hemidonax","Species","HXD"
"urn:lsid:marinespecies.org:taxname:505403","urn:lsid:marinespecies.org:taxname:505403","Panopea zelandica","Animalia","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Panopea","Species","JPB"
"urn:lsid:marinespecies.org:taxname:505414","urn:lsid:marinespecies.org:taxname:505414","Acesta rathbuni","Animalia","Mollusca","Bivalvia","Limida","Limidae","Acesta","Species","KTR"
"urn:lsid:marinespecies.org:taxname:505459","urn:lsid:marinespecies.org:taxname:505459","Lima vulgaris","Animalia","Mollusca","Bivalvia","Limida","Limidae","Lima","Species","IMV"
"urn:lsid:marinespecies.org:taxname:505654","urn:lsid:marinespecies.org:taxname:505654","Barymactra rostrata","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Barymactra","Species","AQS"
"urn:lsid:marinespecies.org:taxname:505655","urn:lsid:marinespecies.org:taxname:505655","Crassula aequilatera","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Crassula","Species","PQQ"
"urn:lsid:marinespecies.org:taxname:505659","urn:lsid:marinespecies.org:taxname:505659","Darina rustica","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Darina","Species","QZW"
"urn:lsid:marinespecies.org:taxname:505664","urn:lsid:marinespecies.org:taxname:505664","Lutraria complanata","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Lutraria","Species","UTE"
"urn:lsid:marinespecies.org:taxname:505667","urn:lsid:marinespecies.org:taxname:505667","Lutraria maxima","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Lutraria","Species","UOQ"
"urn:lsid:marinespecies.org:taxname:505684","urn:lsid:marinespecies.org:taxname:505684","Mactra grandis","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mactra","Species","MQR"
"urn:lsid:marinespecies.org:taxname:505685","urn:lsid:marinespecies.org:taxname:505685","Mactra maculata","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mactra","Species","MQM"
"urn:lsid:marinespecies.org:taxname:505686","urn:lsid:marinespecies.org:taxname:505686","Mactra violacea","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mactra","Species","MQW"
"urn:lsid:marinespecies.org:taxname:505704","urn:lsid:marinespecies.org:taxname:505704","Mactra luzonica","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mactra","Species","MQZ"
"urn:lsid:marinespecies.org:taxname:505707","urn:lsid:marinespecies.org:taxname:505707","Mactra quadrangularis","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mactra","Species","MTV"
"urn:lsid:marinespecies.org:taxname:505717","urn:lsid:marinespecies.org:taxname:505717","Mactrellona alata","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mactrellona","Species","WMC"
"urn:lsid:marinespecies.org:taxname:505724","urn:lsid:marinespecies.org:taxname:505724","Mactrotoma californica","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mactrotoma","Species","AQF"
"urn:lsid:marinespecies.org:taxname:505726","urn:lsid:marinespecies.org:taxname:505726","Mactrotoma antecedens","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mactrotoma","Species","QHD"
"urn:lsid:marinespecies.org:taxname:505727","urn:lsid:marinespecies.org:taxname:505727","Mactrotoma velata","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mactrotoma","Species","AQW"
"urn:lsid:marinespecies.org:taxname:505736","urn:lsid:marinespecies.org:taxname:505736","Meropesta capillacea","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Meropesta","Species","MQC"
"urn:lsid:marinespecies.org:taxname:505740","urn:lsid:marinespecies.org:taxname:505740","Mulinia cleryana","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mulinia","Species","UNE"
"urn:lsid:marinespecies.org:taxname:505741","urn:lsid:marinespecies.org:taxname:505741","Mulinia edulis","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mulinia","Species","ZEC"
"urn:lsid:marinespecies.org:taxname:505755","urn:lsid:marinespecies.org:taxname:505755","Rangia mendica","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Rangia","Species","RGD"
"urn:lsid:marinespecies.org:taxname:505761","urn:lsid:marinespecies.org:taxname:505761","Scissodesma nitida","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Scissodesma","Species","AQJ"
"urn:lsid:marinespecies.org:taxname:505772","urn:lsid:marinespecies.org:taxname:505772","Spisula discors","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula","Species","MQD"
"urn:lsid:marinespecies.org:taxname:505774","urn:lsid:marinespecies.org:taxname:505774","Spisula murchisoni","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula","Species","MQO"
"urn:lsid:marinespecies.org:taxname:505778","urn:lsid:marinespecies.org:taxname:505778","Standella pellucida","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Standella","Species","MQJ"
"urn:lsid:marinespecies.org:taxname:505780","urn:lsid:marinespecies.org:taxname:505780","Tresus nuttallii","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Tresus","Species","TQU"
"urn:lsid:marinespecies.org:taxname:505781","urn:lsid:marinespecies.org:taxname:505781","Tresus keenae","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Tresus","Species","TQK"
"urn:lsid:marinespecies.org:taxname:505790","urn:lsid:marinespecies.org:taxname:505790","Amarilladesma mactroides","Animalia","Mollusca","Bivalvia","Venerida","Mesodesmatidae","Amarilladesma","Species","EQT"
"urn:lsid:marinespecies.org:taxname:505806","urn:lsid:marinespecies.org:taxname:505806","Paphies australis","Animalia","Mollusca","Bivalvia","Venerida","Mesodesmatidae","Paphies","Species","AFQ"
"urn:lsid:marinespecies.org:taxname:505809","urn:lsid:marinespecies.org:taxname:505809","Paphies donacina","Animalia","Mollusca","Bivalvia","Venerida","Mesodesmatidae","Paphies","Species","RZQ"
"urn:lsid:marinespecies.org:taxname:505810","urn:lsid:marinespecies.org:taxname:505810","Paphies subtriangulata","Animalia","Mollusca","Bivalvia","Venerida","Mesodesmatidae","Paphies","Species","EQU"
"urn:lsid:marinespecies.org:taxname:505889","urn:lsid:marinespecies.org:taxname:505889","Potamocorbula fasciata","Animalia","Mollusca","Bivalvia","Myida","Corbulidae","Potamocorbula","Species","ZQR"
"urn:lsid:marinespecies.org:taxname:505946","urn:lsid:marinespecies.org:taxname:505946","Arcuatula senhousia","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Arcuatula","Species","UUH"
"urn:lsid:marinespecies.org:taxname:505953","urn:lsid:marinespecies.org:taxname:505953","Arcuatula arcuatula","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Arcuatula","Species","KUK"
"urn:lsid:marinespecies.org:taxname:505963","urn:lsid:marinespecies.org:taxname:505963","Aulacomya atra","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Aulacomya","Species","MSC"
"urn:lsid:marinespecies.org:taxname:506000","urn:lsid:marinespecies.org:taxname:506000","Choromytilus palliopunctatus","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Choromytilus","Species","YUP"
"urn:lsid:marinespecies.org:taxname:506001","urn:lsid:marinespecies.org:taxname:506001","Choromytilus chorus","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Choromytilus","Species","CHC"
"urn:lsid:marinespecies.org:taxname:506047","urn:lsid:marinespecies.org:taxname:506047","Jolya arata","Animalia","Mollusca","Bivalvia","Mytilida","Modiolidae","Jolya","Species","DLQ"
"urn:lsid:marinespecies.org:taxname:506049","urn:lsid:marinespecies.org:taxname:506049","Jolya rhomboidea","Animalia","Mollusca","Bivalvia","Mytilida","Modiolidae","Jolya","Species","DJH"
"urn:lsid:marinespecies.org:taxname:506055","urn:lsid:marinespecies.org:taxname:506055","Leiosolenus attenuatus","Animalia","Mollusca","Bivalvia","Mytilida","Modiolidae","Leiosolenus","Species","LFN"
"urn:lsid:marinespecies.org:taxname:506104","urn:lsid:marinespecies.org:taxname:506104","Modiolus capax","Animalia","Mollusca","Bivalvia","Mytilida","Modiolidae","Modiolus","Species","DJX"
"urn:lsid:marinespecies.org:taxname:506105","urn:lsid:marinespecies.org:taxname:506105","Modiolus rectus","Animalia","Mollusca","Bivalvia","Mytilida","Modiolidae","Modiolus","Species","DJU"
"urn:lsid:marinespecies.org:taxname:506125","urn:lsid:marinespecies.org:taxname:506125","Modiolus eiseni","Animalia","Mollusca","Bivalvia","Mytilida","Modiolidae","Modiolus","Species","DJE"
"urn:lsid:marinespecies.org:taxname:506152","urn:lsid:marinespecies.org:taxname:506152","Mytella speciosa","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytella","Species","YEP"
"urn:lsid:marinespecies.org:taxname:506158","urn:lsid:marinespecies.org:taxname:506158","Mytilus platensis","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Species","MSR"
"urn:lsid:marinespecies.org:taxname:506160","urn:lsid:marinespecies.org:taxname:506160","Mytilus planulatus","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Species","MYA"
"urn:lsid:marinespecies.org:taxname:506190","urn:lsid:marinespecies.org:taxname:506190","Stavelia subdistorta","Animalia","Mollusca","Bivalvia","Mytilida","Modiolidae","Stavelia","Species","TVS"
"urn:lsid:marinespecies.org:taxname:506212","urn:lsid:marinespecies.org:taxname:506212","Malletia gigantea","Animalia","Mollusca","Bivalvia","Nuculanida","Malletiidae","Malletia","Species","LQG"
"urn:lsid:marinespecies.org:taxname:506537","urn:lsid:marinespecies.org:taxname:506537","Portlandia isonota","Animalia","Mollusca","Bivalvia","Nuculanida","Yoldiidae","Portlandia","Species","OLQ"
"urn:lsid:marinespecies.org:taxname:506692","urn:lsid:marinespecies.org:taxname:506692","Hyotissa fisheri","Animalia","Mollusca","Bivalvia","Ostreida","Gryphaeidae","Hyotissa","Species","YTQ"
"urn:lsid:marinespecies.org:taxname:506699","urn:lsid:marinespecies.org:taxname:506699","Alectryonella plicatula","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Alectryonella","Species","KNP"
"urn:lsid:marinespecies.org:taxname:506703","urn:lsid:marinespecies.org:taxname:506703","Crassostrea columbiensis","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea","Species","KRL"
"urn:lsid:marinespecies.org:taxname:506706","urn:lsid:marinespecies.org:taxname:506706","Crassostrea tulipa","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea","Species","OGZ"
"urn:lsid:marinespecies.org:taxname:506716","urn:lsid:marinespecies.org:taxname:506716","Dendostrea folium","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Dendostrea","Species","DDF"
"urn:lsid:marinespecies.org:taxname:506729","urn:lsid:marinespecies.org:taxname:506729","Saccostrea palmula","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Saccostrea","Species","KOU"
"urn:lsid:marinespecies.org:taxname:506731","urn:lsid:marinespecies.org:taxname:506731","Saccostrea malabonensis","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Saccostrea","Species","KOM"
"urn:lsid:marinespecies.org:taxname:506736","urn:lsid:marinespecies.org:taxname:506736","Saccostrea echinata","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Saccostrea","Species","OYN"
"urn:lsid:marinespecies.org:taxname:506737","urn:lsid:marinespecies.org:taxname:506737","Saccostrea kegaki","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Saccostrea","Species","OAK"
"urn:lsid:marinespecies.org:taxname:506738","urn:lsid:marinespecies.org:taxname:506738","Striostrea denticulata","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Striostrea","Species","ODE"
"urn:lsid:marinespecies.org:taxname:506739","urn:lsid:marinespecies.org:taxname:506739","Striostrea prismatica","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Striostrea","Species","IOK"
"urn:lsid:marinespecies.org:taxname:506942","urn:lsid:marinespecies.org:taxname:506942","Spondylus imperialis","Animalia","Mollusca","Bivalvia","Pectinida","Spondylidae","Spondylus","Species","DSJ"
"urn:lsid:marinespecies.org:taxname:506943","urn:lsid:marinespecies.org:taxname:506943","Spondylus lamarckii","Animalia","Mollusca","Bivalvia","Pectinida","Spondylidae","Spondylus","Species","ZQZ"
"urn:lsid:marinespecies.org:taxname:506959","urn:lsid:marinespecies.org:taxname:506959","Spondylus crassisquama","Animalia","Mollusca","Bivalvia","Pectinida","Spondylidae","Spondylus","Species","OUQ"
"urn:lsid:marinespecies.org:taxname:506964","urn:lsid:marinespecies.org:taxname:506964","Spondylus butleri","Animalia","Mollusca","Bivalvia","Pectinida","Spondylidae","Spondylus","Species","DUL"
"urn:lsid:marinespecies.org:taxname:506972","urn:lsid:marinespecies.org:taxname:506972","Spondylus tenuis","Animalia","Mollusca","Bivalvia","Pectinida","Spondylidae","Spondylus","Species","DYJ"
"urn:lsid:marinespecies.org:taxname:506981","urn:lsid:marinespecies.org:taxname:506981","Barnea subtruncata","Animalia","Mollusca","Bivalvia","Myida","Pholadidae","Barnea","Species","BQS"
"urn:lsid:marinespecies.org:taxname:506987","urn:lsid:marinespecies.org:taxname:506987","Barnea dilatata","Animalia","Mollusca","Bivalvia","Myida","Pholadidae","Barnea","Species","BQD"
"urn:lsid:marinespecies.org:taxname:507030","urn:lsid:marinespecies.org:taxname:507030","Pholas orientalis","Animalia","Mollusca","Bivalvia","Myida","Pholadidae","Pholas","Species","FOO"
"urn:lsid:marinespecies.org:taxname:507031","urn:lsid:marinespecies.org:taxname:507031","Pholas chiloensis","Animalia","Mollusca","Bivalvia","Myida","Pholadidae","Pholas","Species","FLK"
"urn:lsid:marinespecies.org:taxname:507052","urn:lsid:marinespecies.org:taxname:507052","Isognomon recognitus","Animalia","Mollusca","Bivalvia","Ostreida","Isognomonidae","Isognomon","Species","IMR"
"urn:lsid:marinespecies.org:taxname:507054","urn:lsid:marinespecies.org:taxname:507054","Isognomon janus","Animalia","Mollusca","Bivalvia","Ostreida","Isognomonidae","Isognomon","Species","IOJ"
"urn:lsid:marinespecies.org:taxname:507055","urn:lsid:marinespecies.org:taxname:507055","Malleus malleus","Animalia","Mollusca","Bivalvia","Ostreida","Malleidae","Malleus","Species","EQM"
"urn:lsid:marinespecies.org:taxname:507057","urn:lsid:marinespecies.org:taxname:507057","Malleus albus","Animalia","Mollusca","Bivalvia","Ostreida","Malleidae","Malleus","Species","EQB"
"urn:lsid:marinespecies.org:taxname:507064","urn:lsid:marinespecies.org:taxname:507064","Atrina maura","Animalia","Mollusca","Bivalvia","Ostreida","Pinnidae","Atrina","Species","TQM"
"urn:lsid:marinespecies.org:taxname:507065","urn:lsid:marinespecies.org:taxname:507065","Atrina tuberculosa","Animalia","Mollusca","Bivalvia","Ostreida","Pinnidae","Atrina","Species","TQC"
"urn:lsid:marinespecies.org:taxname:507084","urn:lsid:marinespecies.org:taxname:507084","Pinna rugosa","Animalia","Mollusca","Bivalvia","Ostreida","Pinnidae","Pinna","Species","PJQ"
"urn:lsid:marinespecies.org:taxname:507153","urn:lsid:marinespecies.org:taxname:507153","Gari togata","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Gari","Species","GJT"
"urn:lsid:marinespecies.org:taxname:507164","urn:lsid:marinespecies.org:taxname:507164","Gari squamosa","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Gari","Species","GJQ"
"urn:lsid:marinespecies.org:taxname:507166","urn:lsid:marinespecies.org:taxname:507166","Gari truncata","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Gari","Species","GJU"
"urn:lsid:marinespecies.org:taxname:507183","urn:lsid:marinespecies.org:taxname:507183","Heterodonax pacificus","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Heterodonax","Species","HXF"
"urn:lsid:marinespecies.org:taxname:507187","urn:lsid:marinespecies.org:taxname:507187","Nuttallia nuttallii","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Nuttallia","Species","UTN"
"urn:lsid:marinespecies.org:taxname:507284","urn:lsid:marinespecies.org:taxname:507284","Semele decisa","Animalia","Mollusca","Bivalvia","Cardiida","Semelidae","Semele","Species","EMQ"
"urn:lsid:marinespecies.org:taxname:507298","urn:lsid:marinespecies.org:taxname:507298","Semele solida","Animalia","Mollusca","Bivalvia","Cardiida","Semelidae","Semele","Species","TUW"
"urn:lsid:marinespecies.org:taxname:507341","urn:lsid:marinespecies.org:taxname:507341","Azorinus abbreviatus","Animalia","Mollusca","Bivalvia","Cardiida","Solecurtidae","Azorinus","Species","ZNB"
"urn:lsid:marinespecies.org:taxname:507346","urn:lsid:marinespecies.org:taxname:507346","Solecurtus divaricatus","Animalia","Mollusca","Bivalvia","Cardiida","Solecurtidae","Solecurtus","Species","KUT"
"urn:lsid:marinespecies.org:taxname:507361","urn:lsid:marinespecies.org:taxname:507361","Tagelus californianus","Animalia","Mollusca","Bivalvia","Cardiida","Solecurtidae","Tagelus","Species","TEY"
"urn:lsid:marinespecies.org:taxname:507364","urn:lsid:marinespecies.org:taxname:507364","Tagelus dombeii","Animalia","Mollusca","Bivalvia","Cardiida","Solecurtidae","Tagelus","Species","TGZ"
"urn:lsid:marinespecies.org:taxname:507367","urn:lsid:marinespecies.org:taxname:507367","Tagelus peruvianus","Animalia","Mollusca","Bivalvia","Cardiida","Solecurtidae","Tagelus","Species","TLX"
"urn:lsid:marinespecies.org:taxname:507386","urn:lsid:marinespecies.org:taxname:507386","Austrovenus stutchburyi","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Austrovenus","Species","KNU"
"urn:lsid:marinespecies.org:taxname:507438","urn:lsid:marinespecies.org:taxname:507438","Ameghinomya antiqua","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Ameghinomya","Species","AYQ"
"urn:lsid:marinespecies.org:taxname:507445","urn:lsid:marinespecies.org:taxname:507445","Anomalodiscus squamosus","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Anomalodiscus","Species","NAQ"
"urn:lsid:marinespecies.org:taxname:507446","urn:lsid:marinespecies.org:taxname:507446","Glauconome virens","Animalia","Mollusca","Bivalvia","Venerida","Glauconomidae","Glauconome","Species","GKV"
"urn:lsid:marinespecies.org:taxname:507494","urn:lsid:marinespecies.org:taxname:507494","Callithaca tenerrima","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Callithaca","Species","RQT"
